species,mtdna.length,cds.count.ncbi,trna.count.ncbi,rrna.count.ncbi,sum
Gampsocleis gratiosa,15929,13,22,2,37
Atelura formicaria,15205,13,22,2,37
Rapana venosa,15272,13,22,2,37
Distoechodon tumirostris,16620,13,22,2,37
Misgurnus anguillicaudatus,16565,13,22,2,37
Rhodeus ocellatus,16680,13,22,2,37
Rachycentron canadum,16758,13,22,2,37
Blastocystis sp. DMP/02-328,27719,27,16,2,45
Blastocystis sp. ATCC 50177/Nand II,28382,27,16,2,45
Hydra vulgaris,8194,6,2,1,9
Acropora tenuis,18338,13,2,2,17
Lutjanus bengalensis,16511,13,22,2,37
Corydalus cornutus,15687,13,22,2,37
Ascaloptynx appendiculata,15877,13,22,2,37
Damon diadema,14786,13,22,2,37
Falco tinnunculus,17663,13,22,2,37
Acrida willemsei,15601,13,22,2,37
Myrmecophilus manni,15323,13,22,2,37
Calliptamus italicus,15675,13,22,2,37
Rhinolophus formosae,16915,13,22,2,37
Gryllotalpa pluvialis,15525,13,22,2,37
Troglophilus neglectus,15810,13,23,2,38
Trachypachus holmbergi,15722,13,22,2,37
Priasilpha obscura,16603,13,22,2,37
Aluterus scriptus,16451,13,22,2,37
Lactoria diaphana,16486,13,22,2,37
Thamnaconus modestus,16440,13,22,2,37
Xenobalistes tumidipectoris,16518,13,22,2,37
Cantherhines pardalis,16426,13,22,2,37
Anoplocapros lenticularis,16492,13,22,2,37
Chilomycterus reticulatus,16519,13,22,2,37
Contacyphon sp. BT0012,15919,13,22,2,37
Sphaerius sp. BT0074,15121,13,22,2,37
Chaetosoma scaritides,15511,13,22,2,37
Tetraphalerus bruchi,15689,13,22,2,37
Scarus rubroviolaceus,16681,13,22,2,37
Blastocladiella emersonii,36503,17,26,2,45
Lutra lutra,16536,13,22,2,37
Parafronurus youi,15481,13,23,2,38
Fundulus olivaceus,16509,13,22,2,37
Jordanella floridae,16177,13,22,2,37
Elassoma zonatum,16071,13,22,2,37
Naja atra,17216,13,22,2,37
Gloydius brevicaudus,17227,13,22,2,37
Daboia russelii,17246,13,22,2,37
Bungarus fasciatus,17234,13,22,2,37
Macaca thibetana,16540,13,22,2,37
Rusa unicolor swinhoei,16505,13,22,2,37
Protohermes concolorus,15851,13,22,2,37
Chondrus crispus,25836,29,24,4,57
Naumovozyma castellii,25753,9,23,2,34
Aulichthys japonicus,16594,13,22,2,37
Gasterosteus wheatlandi,16538,13,22,2,37
Pungitius pungitius,16388,13,22,2,37
Symphylella sp. YG-2006,14667,13,22,2,37
Anguilla luzonensis,16635,13,22,2,37
Achalinus meiguensis,17239,13,22,2,37
Culaea inconstans,16465,13,22,2,37
Lutjanus kasmira,16514,13,22,2,37
Martes zibellina,16523,13,22,2,37
Apeltes quadracus,16472,13,22,2,37
Architeuthis dux,20331,18,23,2,43
Spinachia spinachia,16359,13,22,2,37
Pyrocoelia rufa,17739,13,22,2,37
Taenia solium,13709,12,22,2,36
Lemur catta,17036,13,22,2,37
Macroscelides proboscideus,16641,13,22,2,37
Arctocephalus forsteri,15413,13,22,2,37
Tamandua tetradactyla,16395,13,22,2,37
Phataginus tetradactyla,16571,13,22,2,37
Laminaria digitata,38007,39,24,3,66
Ranodon sibiricus,16418,13,22,2,37
Lepus europaeus,17734,13,22,2,37
Drosophila littoralis,16017,13,22,2,37
Scarus ghobban,16676,13,22,2,37
Phoenicolacerta kulzeri,17199,13,22,2,37
Podarcis siculus,17297,13,22,2,37
Arenaria interpres,16725,13,22,2,37
Takifugu poecilonotus,16448,13,22,2,37
Takifugu exascurus,16443,13,22,2,37
Chelonodontops patoca,16720,13,22,2,37
Takifugu chrysops,16448,13,22,2,37
Takifugu alboplumbeus,16442,13,22,2,37
Takifugu obscurus,16445,13,22,2,37
Takifugu pardalis,16463,13,22,2,37
Takifugu porphyreus,16447,13,22,2,37
Takifugu stictonotus,16451,13,22,2,37
Takifugu snyderi,16450,13,22,2,37
Takifugu vermicularis,16443,13,22,2,37
Takifugu xanthopterus,16442,13,22,2,37
Takifugu chinensis,16447,13,22,2,37
Takifugu oblongus,16444,13,22,2,37
Takifugu ocellatus,16449,13,22,2,37
Torquigener brevipinnis,16441,13,22,2,37
Lagocephalus wheeleri,16453,13,22,2,37
Rattus tanezumi,16306,13,22,2,37
Pampus sp. LY-2009,17694,13,22,2,37
Agapornis roseicollis,16732,13,22,2,37
Urodynamis taitensis,17559,13,22,2,37
Geococcyx californianus,17091,13,22,2,37
Todiramphus sanctus vagans,17549,13,22,2,37
Trogon viridis,17751,13,22,2,37
Pedetontus silvestrii,15879,13,22,2,37
Trichiurus japonicus,16796,13,21,2,36
Nezara viridula,16889,13,22,2,37
Hyriopsis cumingii,15954,13,22,2,37
Eremias brenchleyi,19542,13,22,2,37
Muntiacus reevesi,16354,13,22,2,37
Deracantha onos,15650,13,22,2,37
Manouria impressa,16642,13,22,2,37
Bambusicola thoracicus,16726,13,22,2,37
Francolinus pintadeanus,16694,13,22,2,37
Sacalia quadriocellata,16816,13,22,2,37
Teleogryllus emma,15660,13,22,2,37
Atractomorpha sinensis,15558,13,22,2,37
Mitsukurina owstoni,17743,13,22,2,37
Sipunculus nudus,15502,13,22,2,37
Phlaeoba albonema,15657,13,22,2,37
Nelusetta ayraudi,16297,13,22,2,37
Bombus hypocrita sapporensis,15468,13,21,2,36
Monacanthus chinensis,16430,13,22,2,37
Scobinichthys granulatus,16440,13,22,2,37
Oxymonacanthus longirostris,16597,13,22,2,37
Scarus forsteni,16679,13,22,2,37
Paraluteres prionurus,16427,13,22,2,37
Paramonacanthus choirocephalus,16425,13,22,2,37
Pervagor janthinosoma,16526,13,22,2,37
Pseudomonacanthus peroni,16434,13,22,2,37
Balistoides conspicillum,16549,13,22,2,37
Canthidermis maculata,16524,13,22,2,37
Scarus schlegeli,16701,13,22,2,37
Melichthys vidua,16503,13,22,2,37
Odonus niger,16554,13,22,2,37
Pseudobalistes flavimarginatus,16515,13,22,2,37
Brachaluteres ulvarum,16421,13,22,2,37
Rhinecanthus aculeatus,16491,13,22,2,37
Abalistes stellaris,16502,13,22,2,37
Thylacinus cynocephalus,17411,13,22,2,37
Xanthichthys auromarginatus,16515,13,22,2,37
Balistapus undulatus,16492,13,22,2,37
Acanthaluteres brownii,16441,13,22,2,37
Balistes vetula,16518,13,22,2,37
Myrmecobius fasciatus,16813,13,22,2,37
Acreichthys tomentosus,16446,13,22,2,37
Amanses scopas,16440,13,22,2,37
Eubalichthys mosaicus,16442,13,22,2,37
Pseudalutarius nasicornis,16582,13,22,2,37
Meuschenia hippocrepis,16438,13,22,2,37
Sinogastromyzon puliensis,16551,13,22,2,37
Chaetodermis penicilligerus,16433,13,22,2,37
Eutaeniophorus festivus,16528,13,22,2,37
Parataeniophorus gulosus,16494,13,22,2,37
Ataxolepis apus,16528,13,22,2,37
Barbourisia rufa,16534,13,22,2,37
Procetichthys kreffti,16527,13,22,2,37
Cetomimus sp. AMS I34481001,16532,13,22,2,37
Gyrinomimus sp. UW 113191,16570,13,22,2,37
Gyrinomimus myersi,16568,13,22,2,37
Stenella coeruleoalba,16384,13,22,2,37
Pseudolabrus eoethinus,16508,13,22,2,37
Rhizophagus intraradices,70606,20,26,2,48
Sousa chinensis,16388,13,22,2,37
Tursiops aduncus,16385,13,22,2,37
Penaeus stylirostris,15988,13,22,2,37
Delphinus capensis,16385,13,22,2,37
Stenella attenuata,16386,13,22,2,37
Grampus griseus,16386,13,22,2,37
Sus scrofa domesticus,16770,13,22,2,37
Capricornis crispus,16453,13,22,2,37
Antilope cervicapra,16431,13,22,2,37
Giraffa giraffa angolensis,16433,13,22,2,37
Lama glama,16597,13,22,2,37
Pecari tajacu,16839,13,22,2,37
Carica papaya,476890,39,19,3,61
Vitis vinifera,773279,74,31,3,108
Aspidytes niobe,14257,13,19,2,34
Gallirallus okinawae,18404,13,22,2,37
Martes flavigula,16549,13,22,2,37
Rallina eurizonoides sepiaria,16942,13,22,2,37
Coturnicops exquisitus,17136,13,22,2,37
Hydroscapha granulum,15975,13,21,2,36
Saccharomyces pastorianus Weihenstephan 34/70,70578,9,24,2,35
Trimeresurus stejnegeri stejnegeri,17239,13,22,2,37
Chaetosphaeridium globosum,56574,46,28,3,77
Bunostomum phlebotomum,13790,12,22,2,36
Ancylostoma caninum,13717,12,22,2,36
Tarentola mauritanica,16593,13,22,2,37
Mus musculus castaneus,16299,13,22,2,37
Rattus exulans,16307,13,22,2,37
Eretmochelys imbricata,16478,13,22,2,37
Lissemys punctata,16490,13,22,2,37
Fundulus grandis,16524,13,22,2,37
Fundulus diaphanus,16531,13,22,2,37
Siphonaria pectinata,14065,13,22,2,37
Chamaeleo calyptratus,17433,13,22,2,37
Dysdercus cingulatus,16249,13,22,2,37
Haemoproteus sp. jb1.JA27,5970,0,0,0,0
Haemoproteus sp. jb2.SEW5141,5970,0,0,0,0
Plasmodium relictum,5996,0,0,0,0
Ascobulla fragilis,14745,13,23,2,38
Batrachuperus yenyuanensis,16394,13,22,2,37
Blanus cinereus,16969,13,22,2,37
Chamaeleo africanus,17415,13,22,2,37
Geocoris pallidipennis,14592,13,22,2,37
Chamaeleo chamaeleon,17470,13,22,2,37
Orius niger,14494,13,22,2,37
Physopelta gutta,14935,13,22,2,37
Myosotella myosotis,14246,13,22,2,37
Chamaeleo dilepis,17875,13,22,2,37
Pyramidella dolabrata,13856,13,22,2,37
Chamaeleo monachus,18900,13,22,2,37
Aeschyntelus notatus,14532,13,22,2,37
Rattus praetor,16293,13,22,2,37
Chamaeleo zeylanicus,18923,13,22,2,37
Chamaeleo arabicus,17400,13,22,2,37
Coptosoma bifaria,16179,13,22,2,37
Chamaeleo calcaricarens,17451,13,22,2,37
Hydaropsis longirostris,16521,13,22,2,37
Neuroctenus parus,15354,13,22,2,37
Phaenacantha marcida,14540,13,22,2,37
Riptortus pedestris,17191,13,22,2,37
Yemmalysus parallelus,15747,13,22,2,37
Kinyongia fischeri,18997,13,22,2,37
Pyrenophora tritici-repentis Pt-1C-BFP,157001,0,0,0,0
Plasmodium fragile,5977,3,0,0,3
Parahaemoproteus vireonis,5893,3,0,0,3
Leucocytozoon majoris,6684,3,0,0,3
Leucocytozoon fringillinarum,5992,3,0,0,3
Haemoproteus columbae,5988,3,0,0,3
Scylla serrata,15775,13,22,2,37
Scylla olivacea,15723,13,22,2,37
Panonychus ulmi,13115,13,22,2,37
Scylla paramamosain,15825,13,22,2,37
Tachypleus tridentatus,15008,13,22,2,37
Acipenser gueldenstaedtii,16594,13,22,2,37
Palaemon carinicauda,15730,13,22,2,37
Scylla tranquebarica,15833,13,22,2,37
Tropidophis haetianus,17138,13,22,2,37
Apostichopus japonicus,16099,13,22,2,37
Geisha distinctissima,15971,13,22,2,37
Phascolosoma esculenta,15494,13,22,2,37
Nakaseomyces delphensis,37016,8,23,2,33
[Candida] castellii,50294,8,23,2,33
Nakaseomyces bacillisporus,107123,8,23,2,33
Micromonas commoda,47425,39,34,6,79
Davidius lunatus,15913,13,22,2,37
Ephemera orientalis,16463,13,22,2,37
Acipenser sinensis,16682,13,22,2,37
Fejervarya cancrivora,17843,13,23,2,38
Crassostrea angulata,18225,12,25,4,41
Crassostrea sikamea,18243,12,25,4,41
Crassostrea ariakensis,18414,12,25,4,41
Nothoceros aenigmaticus,184908,48,18,3,69
Istiompax indica,16526,13,22,2,37
Istiophorus platypterus,16524,13,22,2,37
Xiphias gladius,16520,13,22,2,37
Kajikia audax,16526,13,22,2,37
Tetrapturus angustirostris,16509,13,22,2,37
Makaira mazara,16534,13,22,2,37
Coelodonta antiquitatis,16436,13,22,2,37
Diceros bicornis,16411,13,22,2,37
Rhinoceros sondaicus,16417,13,22,2,37
Dicerorhinus sumatrensis,16466,13,22,2,37
Panulirus japonicus,15717,13,22,2,37
Monosiga brevicollis ATCC 50154,76568,32,25,2,59
Tyrannodoris europaea,14472,13,22,2,37
Orussus occidentalis,15947,13,22,2,37
Schizosaccharomyces japonicus,80059,10,25,2,37
Watersipora subtorquata,14144,13,22,2,37
Clonorchis sinensis,13875,12,22,2,36
Opisthorchis felineus,14277,12,22,2,36
Moschus berezovskii,16354,13,22,2,37
Tigriopus californicus,14578,13,22,2,37
Brevimyrus niger,16753,13,22,2,37
Bos javanicus,16339,13,22,2,37
Diadegma semiclausum,18728,13,22,2,37
Anyperodon leucogrammicus,16616,13,22,2,37
Chitala lopis,16177,13,22,2,37
Chitala ornata,16164,13,22,2,37
Papyrocranus congoensis,16823,13,22,2,37
Cristaria plicata,15712,13,21,2,36
Notopterus notopterus,16030,13,22,2,37
Xenomystus nigri,16635,13,22,2,37
Eriogyna pyretorum,15327,13,22,2,37
Lutjanus malabaricus,16526,13,22,2,37
Lutjanus sebae,16512,13,22,2,37
Antheraea yamamai,15338,13,22,2,37
Penaeus californiensis,15975,13,22,2,37
Galago senegalensis,16795,13,22,2,37
Otolemur crassicaudatus,16827,13,22,2,37
Perodicticus potto,16638,13,22,2,37
Chrysochroa fulgidissima,15592,13,22,2,37
Eulemur fulvus fulvus,17126,13,22,2,37
Urechis unicinctus,15761,13,22,2,37
Eulemur fulvus mayottensis,17118,13,22,2,37
Oreocryptophis porphyraceus,17167,13,22,2,37
Eulemur macaco macaco,17149,13,22,2,37
Varecia variegata variegata,16965,13,22,2,37
Saimiri sciureus,16474,13,22,2,37
Platalea leucorodia,16715,13,22,2,37
Loris tardigradus,16776,13,22,2,37
Meretrix petechialis,19567,12,22,2,36
Paragonimus westermani,14965,12,23,1,36
Thermophis zhaoermii,17322,13,22,2,37
Laccotrephes robustus,15321,13,22,2,37
Enithares tibialis,15262,13,22,2,37
Cephalothrix simula,16296,13,22,2,37
Valentia hoffmanni,15625,13,22,2,37
Trichophyton mentagrophytes,24297,15,25,2,42
Oplurus grandidieri,17122,13,22,2,37
Arthroderma uncinatum,28530,15,25,2,42
Basiliscus vittatus,16948,13,22,2,37
Nannizzia nana,24105,15,25,2,42
Gambelia wislizenii,17563,13,22,2,37
Leiocephalus personatus,16681,13,22,2,37
Lycorma delicatula,15410,13,22,2,37
Chalarodon madagascariensis,16851,13,22,2,37
Polychrus marmoratus,17743,13,22,2,37
Doryteuthis opalescens,17387,13,22,2,37
Dendrocygna javanica,16753,13,22,2,37
Ilyocoris cimicoides,15209,13,22,2,37
Trichophyton rubrum,26985,17,25,2,44
Microsporum canis,23943,15,25,2,42
Cryptococcus neoformans var. grubii,24874,16,20,2,38
Clavelina lepadiformis,14484,12,24,2,38
Stictopleurus subviridis,15319,13,22,2,37
Lineus viridis,15388,13,22,2,37
Lymantria dispar,15569,13,22,2,37
Taenia multiceps,13693,12,22,2,36
Lophura nycthemera,16680,13,22,2,37
Taenia hydatigena,13492,12,22,2,36
Pavo muticus,16698,13,22,2,37
Oncomelania hupensis hupensis,15186,13,22,2,37
Polyplectron bicalcaratum,16702,13,22,2,37
Blattella germanica,15025,13,22,2,37
Branchiostegus japonicus,16541,13,22,2,37
Branchiostegus albus,16532,13,22,2,37
Branchiostegus argentatus,16550,13,22,2,37
Polyodon spathula,16512,13,22,2,37
Lophius americanus,16479,13,22,2,37
Gambusia affinis,16614,13,22,2,37
Ixodes persulcatus,14539,13,22,2,37
Petroscirtes breviceps,16680,13,22,2,37
Lota lota,16527,13,22,2,37
Rhyacichthys aspro,16518,13,22,2,37
Eleotris acanthopoma,16522,13,22,2,37
Anoplogaster cornuta,16511,13,22,2,37
Cetostoma regani,16508,13,22,2,37
Aphredoderus sayanus,16601,13,22,2,37
Beryx decadactylus,16535,13,22,2,37
Melanotaenia lacustris,16487,13,22,2,37
Hypoatherina tsurugae,16566,13,22,2,37
Cottus reinii,16561,13,22,2,37
Gymnothorax kidako,16579,13,22,2,37
Hypoptychus dybowskii,16479,13,22,2,37
Polypterus senegalus senegalus,16627,13,22,2,37
Scaphirhynchus cf. albus,16493,13,22,2,37
Carapus bermudensis,16613,13,22,2,37
Bassozetus zenkevitchi,16579,13,22,2,37
Cataetyx rubrirostris,16495,13,22,2,37
Diplacanthopoma brachysoma,16495,13,22,2,37
Lamprogrammus niger,16564,13,22,2,37
Melanocetus murrayi,16758,13,22,2,37
Eutaeniophorus sp. 033-Miya,16508,13,22,2,37
Monocentris japonicus,16567,13,22,2,37
Ostichthys japonicus,16541,13,22,2,37
Sargocentron rubrum,16526,13,22,2,37
Parazen pacificus,16848,13,22,2,37
Zenion japonicum,16843,13,22,2,37
Allocyttus niger,16750,13,22,2,37
Neocyttus rhomboidalis,16745,13,22,2,37
Indostomus paradoxus,16152,13,22,2,37
Dactyloptena tiltoni,16751,13,22,2,37
Scalicus amiscus,16526,13,22,2,37
Carangoides armatus,16556,13,22,2,37
Caranx melampygus,16593,13,22,2,37
Emmelichthys struhsakeri,16502,13,22,2,37
Pterocaesio tile,16496,13,22,2,37
Icelus toyamensis,16697,13,22,2,37
Pholis crassispina,16522,13,22,2,37
Sufflamen fraenatum,16584,13,22,2,37
Thymallus thymallus,16657,13,22,2,37
Dunaliella salina,28331,9,3,9,21
Argopecten irradians irradians,16211,12,21,2,35
Metacrangonyx longipes,14113,13,21,2,36
Rhopalomyia pomum,14503,13,22,2,37
Erimyzon oblongus,16627,13,22,2,37
Angiostrongylus cantonensis,13497,12,22,2,36
Mayetiola destructor,14759,13,22,2,37
Angiostrongylus costaricensis,13585,12,22,2,36
Tscherskia triton,16488,13,22,2,37
Budorcas taxicolor,16667,13,22,2,37
Psacothea hilaris,15856,13,22,2,37
Ictiobus bubalus,16612,13,22,2,37
Xenocypris davidi,16630,13,22,2,37
Oncomelania hupensis,15182,13,22,2,37
Moxostoma congestum,16626,13,22,2,37
Takifugu fasciatus,16444,13,22,2,37
Platax orbicularis,16561,13,22,2,37
Girella punctata,16518,13,22,2,37
Kyphosus cinerascens,16534,13,22,2,37
Labracoglossa argenteiventris,16492,13,22,2,37
Rhynchopelates oxyrhynchus,16631,13,22,2,37
Kuhlia mugil,16502,13,22,2,37
Oplegnathus punctatus,16509,13,22,2,37
Threskiornis aethiopicus,16960,13,22,2,37
Brettanomyces bruxellensis,76453,18,25,2,45
Siganus unimaculatus,16505,13,22,2,37
Hyperoglyphe japonica,16579,13,22,2,37
Cubiceps pauciradiatus,16522,13,22,2,37
Toxotes chatareus,16595,13,22,2,37
Neopanorpa pulchra,15531,13,22,2,37
Ramulus hainanense,15590,13,25,2,40
Sinocyclocheilus altishoulderus,16589,13,22,2,37
Oncomelania hupensis robertsoni,15191,13,22,2,37
Meretrix meretrix,19826,12,23,2,37
Evania appendigaster,17817,13,22,2,37
Schistocerca gregaria gregaria,15625,13,22,2,37
Fusiturris similis,15595,13,22,2,37
Conus borgesi,15536,13,22,2,37
Cymbium olla,15375,13,22,2,37
Charybdis japonica,15738,13,22,2,37
Macrogyrus oblongus,16643,13,22,2,37
Bolinus brandaris,15380,13,22,2,37
Mongoloraphidia harmandi,16006,13,22,2,37
Mordella atrata,15540,13,22,2,37
Sialis hamata,15608,13,22,2,37
Ditaxis biseriata,16416,13,22,2,37
Rhopaea magnicornis,17522,13,22,2,37
Millerozyma farinosa,39107,25,25,2,52
Quasipaa spinosa,18012,13,23,2,38
Loripes lacteus,17321,13,22,2,37
Diatraea saccharalis,15490,13,22,2,37
Lucinella divaricata,18940,13,22,2,37
Lagocephalus lunaris,16433,13,22,2,37
Carassius auratus x Megalobrama amblycephala tetraploid hybrid,16580,13,22,2,37
Carassius auratus x Megalobrama amblycephala triploid hybrid,16580,13,22,2,37
Parastichopus nigripunctatus,16112,13,22,2,37
Carassius auratus x Megalobrama amblycephala pentaploid hybrid,16580,13,22,2,37
Oryzias sinensis,16654,13,22,2,37
Pleurozia purpurea,168526,69,28,3,100
Cuon alpinus,16672,13,22,2,37
Causus defilippii,17342,13,22,2,37
Xenograpsus testudinatus,15798,13,22,2,37
Micrurus fulvius,17506,13,22,2,37
Rastrelliger brachysoma,16539,13,22,2,37
Candida albicans SC5314,40420,13,30,2,45
Plasmodium vivax Sal-1,5990,3,0,0,3
Babesia bovis T2Bo,6005,3,0,5,8
Polytomella piriformis,13004,6,1,12,19
Polytomella piriformis,3079,1,0,0,1
Adelium sp. NCS-2009,16449,13,22,2,37
Herwigia kreffti,16637,13,22,2,37
Leptoderma lubricum,16598,13,22,2,37
Vicugna vicugna,16084,13,22,2,37
Leptoderma retropinna,16601,13,22,2,37
Narcetes stomias,16621,13,22,2,37
Herdmania momus,15816,13,24,2,39
Talismania bifurcata,16609,13,22,2,37
Proedromys liangshanensis,16296,13,22,2,37
Alepocephalus agassizii,16657,13,22,2,37
Styela plicata,14414,13,24,2,39
Alepocephalus australis,16640,13,22,2,37
Alepocephalus bairdii,16637,13,22,2,37
Rotaria rotatoria,15319,12,21,2,35
Whitmania pigra,14426,13,22,2,37
Alepocephalus productus,16636,13,22,2,37
Eothenomys chinensis,16362,13,22,2,37
Alepocephalus umbriceps,16640,13,22,2,37
Bathytroctes breviceps,16652,13,22,2,37
Bathytroctes macrolepis,16614,13,22,2,37
Chauliognathus opacus,14893,13,22,2,37
Bajacalifornia megalops,16798,13,22,2,37
Lucanus mazama,15261,13,22,2,37
Bathytroctes michaelsarsi,16616,13,22,2,37
Acmaeodera sp. NCS-2009,16217,13,22,2,37
Conocara macropterum,16606,13,22,2,37
Apatides fortis,16171,13,22,2,37
Conocara murrayi,16614,13,22,2,37
Aplidium conicum,15183,13,24,2,39
Gadus chalcogrammus,16571,13,22,2,37
Triops cancriformis,15101,13,22,2,37
Akanthomyces muscarius,24499,15,25,2,42
Euthynnus alletteratus,16520,13,22,2,37
Eudyptula minor,17611,13,22,2,37
Anser albifrons,16737,13,22,2,37
Haematopus ater,16791,13,22,2,37
Telchinia issoria,15245,13,23,2,38
Tragopan caboti,16727,13,22,2,37
Facciolella oxyrhyncha,17789,13,22,2,37
Moringua edwardsi,16841,13,22,2,37
Hoplunnis punctata,17828,13,22,2,37
Nettastoma parviceps,17714,13,22,2,37
Serrivomer beanii,16731,13,22,2,37
Paraconger notialis,17729,13,22,2,37
Myroconger compressus,16642,13,22,2,37
Robinsia catherinae,16627,13,22,2,37
Ilyophis brunneus,16682,13,22,2,37
Myrichthys maculosus,17859,12,22,2,36
Crassostrea hongkongensis,18622,12,25,4,41
Quadrula quadrula,16033,13,22,2,37
Venustaconcha ellipsiformis,17174,13,22,2,37
Pyganodon grandis,15848,13,22,2,37
Ircinia strobilina,16414,14,2,2,18
Ornithodoros moubata,14398,13,22,2,37
Muntiacus muntjak,16354,13,22,2,37
Nyctereutes procyonoides,16713,13,22,2,37
Ognevia longipennis,15621,13,22,2,37
Acheilognathus signifer,16566,13,22,2,37
Laodelphax striatellus,16513,13,22,2,37
Haliotis tuberculata tuberculata,16521,13,22,2,37
Gandalfus yunohana,15567,13,22,2,37
Scomber japonicus,16568,13,22,2,37
Scomber colias,16570,13,22,2,37
Scomber australasicus,16570,13,22,2,37
Ulnaria acus,46657,35,23,2,60
Naemorhedus caudatus,16519,13,22,2,37
Microcosmus sulcatus,15028,13,25,2,40
Moschus moschiferus,16351,13,22,2,37
Larimichthys polyactis,16470,13,22,2,37
Ciona savignyi,14737,12,24,2,38
Pseudogobio esocinus,16609,13,22,2,37
Lubomirskia baikalensis,28958,14,25,2,41
Gila conspersa,16595,13,22,2,37
Hynobius guabangshanensis,16408,13,22,2,37
Raiamas senegalensis,16854,13,22,2,37
Phaeoceros laevis,209482,38,20,3,61
Coturnix chinensis,16687,13,22,2,37
Muntiacus crinifrons,16357,13,22,2,37
Galaxias maculatus,16508,13,22,2,37
Dallia pectoralis,17157,13,22,2,37
Glossanodon semifasciatus,16627,13,22,2,37
Nansenia ardesiaca,16620,13,22,2,37
Platytroctes apus,16632,13,22,2,37
Arcyptera coreana,15783,13,22,2,37
Apteryx owenii,17020,13,22,2,37
Trichostrongylus vitrinus,13800,12,22,2,36
Candida viswanathii,39242,17,25,2,44
Zonosagitta nagae,11459,11,1,2,14
Decipisagitta decipiens,11121,11,1,2,14
Sebastiscus marmoratus,17301,13,22,2,37
Metastrongylus pudendotectus,13793,12,22,2,36
Sagitta enflata,12631,11,1,2,14
Metastrongylus salmi,13778,12,22,2,36
Oesophagostomum dentatum,13869,12,22,2,36
Epinephelus bruneus,16686,13,22,2,37
Syngamus trachea,14647,12,22,2,36
Siphlonurus immanis,15529,13,22,2,37
Trichostrongylus axei,13653,12,22,2,36
Hynobius yangi,16424,13,22,2,37
Traulia szetschuanensis,15768,13,22,2,37
Teladorsagia circumcincta,14066,12,22,2,36
Clinocottus analis,18374,13,23,2,38
Hyporthodus septemfasciatus,16558,13,22,2,37
Candida maltosa,62949,15,26,2,43
Chabertia ovina,13682,12,22,2,36
Hypoplectrus gemma,16911,13,23,2,38
Tricula hortensis,15179,13,22,2,37
Cervus nippon hortulorum,16434,13,22,2,37
Prumna arctica,15628,13,22,2,37
Cervus elaphus xanthopygus,16416,13,22,2,37
Pycnonotus sinensis,16923,13,22,2,37
Candida sojae,39415,21,29,3,53
